qid,label
Q44010451,"Sampson Low, and Son, Co."
Q36921410,The Anglo-Oriental Society for the Suppression of the Opium Trade
Q19444229,George Routledge & Sons
Q56754689,Gorham Press
Q37079580,The Eastern Question Association
Q30020292,Farncombe and Co.
Q56677091,Swann Sonnenschein & Co.
Q40661802,Lothian Book Publishing
Q56705441,The Werner Company
Q1054410,Centrum Wiskunde & Informatica
Q1245484,Dorling Kindersley
Q1043963,Carnegie Institution for Science
Q6259235,John Stockdale
Q5622023,Anglican Diocese of Rochester
Q6542184,Liberty and Property Defence League
Q4353611,Lars Johan Hierta
Q6042553,Nicolaus Spindeler
Q4250184,Grigory Kushelev-Bezborodko
Q5267472,Devin-Adair Publishing Company
Q3047089,Economica
Q3579305,Dervy
Q2982867,Hirschsprung Collection
Q3208426,La Découverte
Q22712006,Thomas Dawson
Q22809661,Akropolis
Q22810152,Gervais Clousier
Q22677395,Samuel Fauche
Q22679604,Gaspar Ortuin
Q22704389,Enoch & Cie
Q22811304,W & R Chambers
Q22916100,L. Guérin & Cie
Q22774948,Hiérosme de Marnef
Q22771751,Editions de La Plume
Q2496248,University and State Library Bonn
Q1263483,Allen Lane
Q224157,Harmony
Q584434,Éditions Trédaniel
Q229478,International Bureau of Weights and Measures
Q19491061,Imprenta de Fortanet
Q22939696,publisher F. Topič
Q19493133,Victoriano Suárez
Q26883745,Editorial Catalana
Q7205413,Plume
Q7899882,Urban Council
Q6285513,Joseph Mercola
Q12347661,Federation of Worker-Esperantists
Q97609239,Frederick William Cosens
Q98399066,"Luis Navarro, Editor"
Q109481043,Casa Editora e Impresora M. Rodríguez Giles
Q45835307,Casa Jacobo Peuser
Q73293130,Editorial Renacimiento
Q19768316,Behavioral Publications
Q19795167,Padmini Mohan Neogi
Q19735227,Chas. Hamilton
Q20851149,František Topič
Q22328673,Rohlíček & Sievers
Q19559148,Lea & Febiger
Q455265,John Baskerville
Q3836399,Loescher
Q19908137,Brockhaus–Efron
Q1881122,August Aimé Balkema
Q1871370,Prometheus Books
Q22328327,James Black
Q22338266,Al. Jeřábek
Q22341236,Ionnes Vrienborch
Q22443084,John Souter
Q22342873,Éditions à l'Orient
Q22666672,Jacques Petit de Viévigne
Q37483410,Louis-Camille-Eugène Vieillard-Duverger
Q22661635,Dream Songs Press
Q59242187,United Nations Publications
Q22351083,Aimé André
Q6915916,Moses Pitt
Q12018412,Grada
Q12017703,František Šimáček
Q12035753,Martin Kolář
Q5536873,George Bell
Q5581863,Adolf Bonnier
Q3555520,Skagens Museum
Q4357837,Söderströms Förlags Ab
Q2743906,Encyclopædia Britannica Inc.
Q1148111,Ferdinand Hirt
Q705849,François-Ambroise Didot
Q101536510,Emil Šolc
Q30747147,Dumont
Q65683961,První české knihkupectví a nakladatelství Josef Pithart
Q66023815,Publishing house Bedřich Kočí
Q61891295,Spolek pro vydávání laciných knih českých
Q69389520,"Státní nakladatelství krásné literatury, hudby a umění"
Q875742,Deutsche Bibelgesellschaft
Q568077,Casterman
Q623806,Packt Publishing Ltd.
Q212405,Procter & Gamble
Q19443991,Félix Lajouane
Q23301815,Pimlico
Q7896016,University of Oklahoma Press
Q26197193,Publications de la Sorbonne
Q5248561,Debrett's
Q26162441,Českoslovanská akciová tiskárna
Q1372258,Tokuma Shoten
Q1549083,Klartext Verlag
Q1568955,Hahnsche Buchhandlung
Q21587985,Springer Berlin Heidelberg
Q22284085,Edme-Eugène Pochard
Q22295029,MBI Publishing Company LLC
Q1799476,Verlag Philipp von Zabern
Q1024362,Spanish National Research Council
Q18645,1938
Q1321874,National Museum Cardiff
Q104139118,António Gonçalves
Q1801735,Lamuv Verlag
Q1739999,Kettle's Yard
Q1930602,Michel-Antoine David
Q2880788,Fundación de Estudios Libertarios Anselmo Lorenzo
Q2884494,Editorial Galaxia
Q7895031,University of Alabama Press
Q10382639,Tipografia Universal
Q3477948,Seix i Barral
Q3303647,McFarland & Company
Q5423798,F. A. Davis Company
Q17450760,Gregorio Pueyo
Q263,Wikisource
Q193563,Bibliothèque nationale de France
Q1629027,Le Livre de poche
Q4448234,Ivan Sytin
Q1376,Musée Saint-Raymond
Q25864,Technical University of Madrid
Q371522,University of Gothenburg
Q1176665,David Singmaster
Q1125966,Hungarian Central Statistical Office
Q219615,University of Barcelona
Q941589,William B. Eerdmans Publishing Company
Q917031,Brill Publishers
Q22916130,"Théodore Morgand, Libraire-Dépositaire"
Q273837,Éditions du Cerf
Q22675948,Pierre-Nicolas Mesnier
Q22674798,Neocortex
Q20978917,Joseph Tastu
Q22673240,Putnam & Company
Q22675938,Jérôme Légier
Q98818,Walter de Gruyter
Q4154230,Far Eastern Branch of the Russian Academy of Sciences
Q12771819,Mladé letá
Q20057503,Jan Melvil Publishing
Q4304329,Moscow Center for Continuous Mathematical Education
Q11962920,C.A. Reitzels Boghandel
Q21070506,François Buisson
Q49088,Columbia University
Q1024605,CW Niemeyer Buchverlage
Q1367256,Moscow Institute of Physics and Technology
Q321419,John Boydell
Q880978,Blackwood & Sons
Q3093066,G. Schirmer Inc.
Q1815400,Danske bibelselskab
Q1799238,La Voce
Q19862364,G. and W. B. Whittaker
Q105958583,SoccerData
Q19926241,Urban Development Institute Foundation
Q19960298,North-Holland Publishing Company
Q20058724,Castle Books
Q20088183,Fischer-Taschenbuch-Verlag
Q20004081,Providence Press
Q20198753,The Frontier Press Company
Q20124673,Diana Verlag
Q3250126,Naval History & Heritage Command
Q22809345,Guillaume II Saugrain
Q23793551,P. F. Collier & Son
Q23719110,Editorial Castalia
Q26221587,Gay and Bird
Q20897955,Butterfingers
Q20897933,Science Fiction Book Club
Q20760330,Variorum
Q20895926,Unwin Paperbacks
Q30109293,Jean François Bassompierre
Q20204887,Gérard Aubisse
Q20898423,Arts Development in East Cambridgeshire
Q2116395,Swedish Publicists' Association
Q1606982,Henry Lemoine
Q2119413,Federal Senate of Brazil
Q3404425,Y Lolfa
Q3402591,Presses Universitaires du Septentrion
Q10437058,Bröderna Lindströms Förlags AB
Q12874655,Hestia Publishers
Q11741034,College of Eastern Europe
Q12346812,Eduard Weinfurter
Q13031778,Nasha Khata
Q669937,Peter Lang
Q4050071,State University of New York Press
Q3661317,Laterza
Q4892322,Juan March Institute
Q3822096,Modern Library
Q7663082,Syracuse University Press
Q206456,Réunion des musées nationaux – Grand Palais
Q463360,Wiley-VCH
Q15259326,John William Parker
Q12331280,People'sPress
Q3579498,Regnery Publishing
Q3742167,Felice Le Monnier
Q3020074,De Boeck
Q2720582,Real Academia de la Historia
Q3052794,Calouste Gulbenkian Foundation
Q2821519,Abel L'Angelier
Q3876396,Zanichelli
Q3765886,Giornale di Brescia
Q3892930,Pan Books
Q3489306,Soleil Productions
Q3579318,Éditions Errance
Q1032732,Lannoo
Q94608,William Caxton
Q667886,ABC-CLIO
Q621977,ASTM International
Q785697,Shogakukan
Q9360415,Towarzystwo Biblijne w Polsce
Q9342109,Stanisław Jan Strąbski
Q11943294,Publicacions de l'Abadia de Montserrat
Q13128814,Gwasg Gwynedd
Q23759760,Samuel Hooper
Q27076030,Phoenix
Q27077669,Northwood Books
Q27334471,Desrez
Q20807821,Gabriel Cramer
Q21820634,Springer International Publishing
Q27479366,Penguin Verlag
Q24707220,Alfred Devrien
Q27310948,Editions of the EHESS
Q27533961,Colegio Oficial de Arquitectos de Castilla-La Mancha
Q27554602,Claude-François Laurens
Q25437050,Komubook
Q27600510,Antonín Halouzka
Q27612534,OpenEdition Press
Q27213150,"Izdatelʹstvo ""Gori͡achai͡a linii͡a--Telekom"""
Q27538882,Danal
Q3437386,Museum Tusculanum Press
Q3817364,Pavilion Books
Q4149753,Grif
Q3568152,Wildenstein Institute
Q4770525,Ansariyan Publications
Q7291941,Random House of Canada
Q7383388,Ruthin Craft Centre
Q5817883,Ediciones Martínez Roca
Q5640839,Hal Leonard Corporation
Q4942934,Book Club Associates
Q4453850,Text Publishers
Q213439,University of Virginia
Q1741966,Kindler Verlag
Q2080232,University of Illinois Press
Q1103228,Club français du livre
Q1027462,Éditions Racine
Q16345898,Varendra Research Society
Q7117345,P. Jurgenson
Q16963913,William Andrew
Q16010136,Agence d'urbanisme d'agglomérations de Moselle
Q2093794,Vassar College
Q2733669,Thames & Hudson
Q2137023,Dover Publications
Q12304126,Borgen
Q12324541,Lindhardt & Ringhof
Q7338215,Riverhead Books
Q12313418,Gads Forlag
Q7162111,Pen and Sword Books
Q12317848,Høst & Søn
Q3047652,Edition Wilhelm Hansen
Q3048663,Edward Sansot
Q2420769,Thieme Medical Publishers (Germany)
Q2629956,National Reformer
Q3029524,Finnish Heritage Agency
Q59532009,Pierre Prault
Q2440867,Mir Publishers
Q1813899,Mathematical Association of America
Q78210824,Teachers & Co.
Q26207691,Boulé
Q26720842,Austin & Co.
Q26237292,Government Printing Office
Q26650250,Freethought Publishing Company
Q26879556,John & Josiah Boydell
Q26221498,Sutherland and Knox
Q26257631,Dědictví sv. Jana Nepomuckého
Q26220979,Bell and Bradfute
Q36680839,Piepersche Druckerei und Verlag
Q51453940,Udbodhan Karyalay
Q14614515,Tre Publishing House
Q27629018,Nakladatelství Jan Rokyta
Q27669994,François  Cinq-Mars
Q29640673,Louis Courcier
Q47989764,Musejní spolek v Brně
Q96756701,"F. Šimáček, knihtiskárna a nakladatelstvo"
Q7200,Alexander Pushkin
Q209842,University of Paris
Q5542899,George Nicol
Q4159426,Detskaya Literatura
Q5499961,Free Press
Q4805028,Ashgate Publishing Ltd
Q5349903,Eisenbrauns
Q623154,Jean Monnet University
Q1678659,Maurycy Bolesław Wolff
Q1900088,Noordhoff Uitgevers
Q1327220,LIT Verlag
Q1378263,Wallstein Verlag
Q312,Apple Inc.
Q8771956,Ediciones Rialp
Q5919147,Howard Books
Q9066988,Real Academia de Bellas Artes y Ciencias Históricas de Toledo
Q9367283,"The Office for Registration of Medicinal Products, Medical Devices and Biocidal Products"
Q6141700,James R. Osgood
Q7895804,University of Minnesota Press
Q1665106,Institut national de la recherche agronomique
Q1081576,Christian Richardt
Q926068,University of Navarre
Q1488660,Springer Gabler
Q1359276,Survey of India
Q1294480,Edwin Chadwick
Q273829,Les Éditions de Minuit
Q380360,Christophe Plantin
Q19250717,"Paul B. Hoeber, Inc."
Q21284260,Ekstra Bladets Forlag
Q21684083,Pearson Education Canada
Q21569198,Horvath
Q21403337,John D. Beasley
Q21694393,John Wiley & Sons Ltd
Q21448495,Games & Puzzles Publications
Q21402246,Algaba Ediciones
Q2854271,Antoine Mourès
Q3047573,Edicions 62
Q2980071,Club cévenol
Q3044957,Dépôt des cartes et plans de la Marine
Q2824830,Adolphe Goupil
Q3062796,Eyrolles
Q3579256,Bompiani
Q6219202,John Anthony Galignani
Q4786918,Archipelago Books
Q3403686,Funk & Wagnalls
Q4316138,Nedra Publishers
Q4502121,Khudozhestvennaya Literatura
Q19908,France Culture
Q248326,Nauka
Q247556,American Chemical Society
Q1992413,Thorvaldsen Museum
Q4361461,Petrozavodsk State University
Q7270216,Queen Anne Press
Q10857646,Nederlands Bijbelgenootschap
Q558781,Reclam
Q5973845,National Geographic
Q5972920,IOS Press
Q834819,University of La Réunion
Q112413,Thomas von Trattner
Q3579393,Le Cri Editions
Q23010273,James Madden
Q23319176,Le Normant
Q22939073,Robert Machuel
Q23017752,J. van Schoonhoven
Q23653650,Auguste Nepveu
Q23301327,G. G. J. and J. Robinson
Q21898136,Carl Gerold’s Sohn Verlag (Gerold Verlag)
Q23297711,Pierre Plassan
Q1607738,Office of Public Sector Information
Q4752572,Ancestry.com
Q3119273,Guglielmo Francesco Galletti
Q4867117,Basil Blackwell
Q4333949,OLMA Media Group
Q4386559,ROSSPEN
Q160236,Metropolitan Museum of Art
Q23682366,Richard Edwards
Q23668460,Hermann Henrichs
Q64706958,Claude Girard
Q23679680,First Éditions
Q60843453,Louis François Prault
Q2923456,Bradbury and Evans
Q684885,World Rowing
Q1205044,Deutscher Kunstverlag
Q1820598,Les Classiques des sciences sociales
Q1851075,Universidade Federal de Santa Catarina
Q1360524,Ernst Wasmuth Verlag
Q810575,Bastei Lubbe
Q722410,Aschendorff Verlag
Q8065057,Zakharov Books
Q7372254,Rowman & Littlefield
Q16684409,Éditions Odile Jacob
Q377579,Baltimore Museum of Art
Q3279253,University of South Carolina Press
Q5069648,Chambers Harrap
Q6090225,Lars Salvius
Q3402585,Presses universitaires de Louvain
Q3237914,Librairie philosophique J. Vrin
Q4033184,Academia
Q4803879,Aschehoug
Q3895331,Paravia
Q3767364,Giovanni Giacomo Carlino
Q5029935,Canadian Defence Academy
Q15679645,Xlibris
Q16966176,Temple University Press
Q16993889,G. K. Hall & Co.
Q11945633,Portál
Q18217272,Statistical and Social Inquiry Society of Ireland
Q11363410,China Social Sciences Press
Q24139322,Benjamin and John White
Q15969955,Ange Louis Janet
Q19459381,Miguel Arcas y Sánchez
Q4201725,Institute of Slavic Studies of the Russian Academy of Sciences
Q4825911,AuthorHouse
Q4840587,Language and Book Development Agency
Q4370058,Politizdat
Q4809255,Associated University Presses
Q691152,Royal Geographical Society
Q739627,Pennsylvania State University
Q924551,National Library of Norway
Q2448947,Transcript Verlag
Q2824641,Administration pénitentiaire française
Q2313945,Springer VS
Q20875789,Edicions de 1984
Q2076913,Academic Press
Q2743342,Government of Andalusia
Q18528422,Henry Butterworth
Q16323768,Informations Forlag
Q10622327,Pelican Books
Q12042180,Odeon
Q11720920,Jarosław Leitgeber
Q5114023,Chronicle Books
Q202507,José Corti
Q795207,B. G. Teubner Verlag
Q5008528,Centre for Agriculture and Biosciences International
Q89815985,Livraria Rodrigues
Q21286385,Alfred John Morris
Q22924582,Immeuble du Cercle de la Librairie
Q109341433,Bouchard et Gravier
Q21091410,Schleicher frères
Q21210192,J.-J. Delance
Q21241478,Forlaget Sohn
Q56611988,Frederick A. Stokes Company
Q3018417,David McKay Publications
Q2406378,Wikimedia Netherlands
Q7888605,Disney Publishing Worldwide
Q7895937,University of North Carolina Press
Q5562128,Diputación Provincial de Sevilla
Q5710459,Helsinki Art Museum
Q6802582,McPhee Gribble
Q7108618,Other Press
Q5314923,Dundurn Press
Q76429683,"Ingram, Cooke and Co."
Q21856696,Knopf Doubleday Publishing Group
Q22093535,E. Vernet
Q21908922,Richard Gardner
Q22093526,A. Blondeau
Q50819434,C.O. Beauchemin & fils
Q42555273,"McCarron, Bird & Co."
Q22087119,Pichon et Didier
Q22093405,"Impr. de Pollet, Soupe et Guillois"
Q25583262,André Chevalier
Q21857998,Nordic Academic Press
Q1076074,Palgrave Macmillan
Q3964929,Sonzogno
Q4891646,Berghahn Books
Q3304275,A & C Black
Q3402596,Presses Universitaires de Rennes
Q2034617,Ossolineum
Q2263748,Secker & Warburg
Q2831305,Albert Lacroix
Q2881141,Ballantine Books
Q2113169,Propyläen Verlag
Q2516736,Melantrich
Q16859151,Charles Taylor
Q20736192,Pagès Editors
Q18531033,William Blackwood
Q24207816,Jean-Baptiste-Guillaume Musier
Q16856097,Charles Wells Moulton
Q24175336,Editorial MAD
Q23946163,Sturgis & Walton company
Q24089476,Eugène Fasquelle
Q21093676,Aleksandr Glazunov
Q24042493,Edibesa
Q16968755,Thomas Egerton
Q18531613,William Tegg
Q24740619,Toussaint Quinet
Q24265327,Myths
Q24531532,A. Brentano & Co.
Q16626281,Antoine Sommaville
Q24271477,Rybka Publishers
Q16684386,Editions Fanlac
Q24261492,Bosworth and Harrison
Q24264177,E. Sauzet
Q3773976,Madrid City Hall
Q3579528,Terre de Brume
Q4008202,Vallecchi
Q637413,United States Census Bureau
Q3310876,Michel Sonnius
Q2937546,Cappelen Damm
Q3345330,Nova Publishers
Q3666843,Chatto & Windus
Q27907916,John Brindley
Q36680614,Schweigersche Buchhandlung
Q1617004,Heyne Verlag
Q3579805,Édouard Dentu
Q3579311,Dunod
Q1574347,Jewish Historical Institute
Q3884,Amazon
Q2298285,Didot family
Q2931793,CNRS éditions
Q30033992,T. C. & E. C. Jack
Q30065975,Whitcombe and Tombs Limited
Q11930320,Editorial La Campana
Q11004061,Levin & Munksgaard
Q7876554,Ubiquity Press
Q12317357,Hovedland
Q172299,Richard Bentley
Q15847868,Société des études robespierristes
Q19869282,Omnibus Press
Q11830460,Prószyński i S-ka
Q29001215,Jan Laichter
Q16975509,University of Tennessee Press
Q29964110,Daniel Cortezo y Cª
Q30015754,A. Vandale
Q4013975,Virginia Museum of Fine Arts
Q7357246,Rodopi Publishers
Q5501501,Fremantle Press
Q6608367,Indiana University
Q4744769,American Publishers Association
Q7687961,Tate Publishing Ltd
Q36681053,Papierflieger Verlag
Q154528,Institute of Oriental Studies of the Russian Academy of Sciences
Q7139729,Parragon
Q6658601,Liverpool University Press
Q10270397,Editora da Universidade de São Paulo
Q6736763,Mainstream Publishing
Q7411426,Samuel French Ltd.
Q7512926,Signet Press
Q7419012,Sanskrit Press Depository
Q3237900,Éditions Tallandier
Q104791338,Éditions Stéphane Bachès
Q75980579,Prabarttak Publishing House
Q56259704,Bangiya Sahitya Parishad publicaton wing
Q927091,Czechoslovak Academy of Sciences
Q16859206,William Watts
Q26903838,Aubin
Q26897549,Editions Serre
Q26904137,Grafica Elzeviriana
Q26904108,Le Feu (firm)
Q26933334,Editions Messene
Q18350563,Hyperion Press
Q26883716,Editions Art lys
Q26960468,Titan Inc.
Q27016178,Takeshima shuppan
Q26883682,Éditions universitaires de Dijon
Q26904149,Les presses du Languedoc
Q54365946,"Affero, Inc."
Q14793,SIL International
Q40096196,Lecointe et Pougin
Q36394223,Oakwood Press
Q38288355,"Miller, Orton & Mulligan"
Q38365893,Státní okresní archiv Chrudim
Q56257498,Indian Publishing House
Q868587,S&P Global
Q578788,Government of the Community of Madrid
Q219694,Complutense University of Madrid
Q2908540,Penguin Random House
Q377066,Institut de France
Q2873070,Autrement
Q1428376,Polish Scientific Publishers PWN
Q598644,Journal of Nervous and Mental Disease
Q2294382,George Newnes
Q1780816,State University of New York at Albany
Q7427441,Saunders
Q6984034,Neal-Schuman Publishers
Q3487610,"Société académique d'agriculture, des sciences, arts et belles-lettres du département de l'Aube"
Q7102284,Orient Blackswan
Q3277077,Magnard
Q3336695,Nathan
Q3417474,Rageot
Q738892,Henri Laurens
Q613837,Metal Mind Productions
Q511801,Maurice Lachâtre
Q217082,Internet Engineering Task Force
Q167186,National Geographic Society
Q335134,Moscow Print Yard
Q2898,Rostock District
Q649250,Royal Ontario Museum
Q660769,Ouest-France
Q771469,Ichijinsha
Q826900,Verlag Freies Geistesleben & Urachhaus
Q1229996,University of Seville
Q3579312,Editions Ellipses
Q4138287,Hylaea (publisher)
Q5807885,Diputación Provincial de Toledo
Q5205072,DH Press
Q1687025,Comillas Pontifical University
Q270794,National Academy of Sciences
Q379677,Joan Blaeu
Q327015,Anton Delvig
Q12415605,Indian Press Limited
Q3579224,Éditions Apogée
Q18011881,Joseph Blanc
Q12002831,Steamhammer
Q16938780,Giovanni Silvestri
Q4822671,Aurum Press
Q4934692,Bobbs-Merrill Company
Q7766243,The Stanton Press
Q891173,Boje Verlag
Q5543134,George P. Putnam
Q4010248,Verso Books
Q7356442,"Rodale, Inc."
Q190804,Rijksmuseum
Q940302,University of Las Palmas de Gran Canaria
Q51386862,Victor-Havard éd.
Q67851732,Jarrold Publishing
Q87722563,Smithsonian Institution Press
Q98755986,Catherine-Michelle Desaint
Q28806811,Librairie de Charles Gosselin
Q28528123,Jacques Rollin
Q24245894,Th. Telmon
Q28797994,Kent State University Press
Q28837168,Lidové nakladatelství
Q68935632,Státní nakladatelství dětské knihy
Q28653667,Dědictví Komenského
Q70627785,The University Press
Q28458013,Chatham Publishing
Q28527503,Pierre Gérard and Jean Du Pré
Q58949703,Scuola Superiore Guglielmo Reiss Romoli
Q7894895,University Press of Mississippi
Q18150392,Grand Central Publishing
Q7835466,Transworld Publishers
Q12056844,Státní pedagogické nakladatelství
Q15407218,François-Jean Baudouin
Q3064526,Fairchild Fashion Media
Q3159438,Jacques Léonard
Q3184191,Joseph-Arthème Fayard
Q941806,University of Castile-La Mancha
Q4380957,Prosveshcheniye
Q4950950,Bowes & Bowes
Q4238135,Krasnaya Nov
Q4849200,Baker Publishing Group
Q696658,Jewish National Fund
Q533876,Pieter van der Aa
Q3277534,Jonathan Cape
Q31506270,Thomas Kirk
Q30340435,Pater & Knapton
Q30561822,Sella Meir Publishing
Q55740353,B. T. Batsford
Q77956577,Sociedad Editorial Prometeo
Q107089935,Nicolai
Q51544257,Dev Sahitya Kutir
Q9008670,Instituto Aragonés de Estadística
Q15823534,Kindle Direct Publishing
Q9311403,Rock-Serwis
Q464915,American Historical Association
Q501542,United States Department of Agriculture
Q115941,Johannes Oporinus
Q1461605,Friedrich Pustet KG
Q4743225,American Book Company
Q6283329,Joseph Gales
Q6781310,Maryland Department of Planning
Q7974454,"Waterson, Berlin & Snyder, Inc."
Q632682,Brooklyn Museum
Q3579421,Éditions Maspero
Q4036513,Continuum International Publishing Group
Q3402582,Presses universitaires François-Rabelais
Q3579282,Éditions Complexe
Q105702886,The Aryya Mission Institution
Q5497221,Frederick A. Stokes
Q5463836,Focal Press
Q23649160,John George Wood
Q20738082,Hugh Humphreys
Q19444127,Gaspar y Roig
Q51796186,Avatar
Q110659078,Spolek Komenského
Q51844240,Jacques-Louis-Barthélemy Cormon
Q64605783,Morgan & Claypool Publishers
Q51819168,Edward Quintard
Q84579040,Merrill and Baker
Q77398014,Nabhana
Q3021415,Delachaux et Niestlé
Q2980151,Carrefour de l'horloge
Q28803186,W. H. Allen & Co.
Q25532028,Gʻafur Gʻulom Printing and Publishing House
Q22808386,Česká grafická unie
Q16413178,Eesti Raamat
Q12361210,Eesti Entsüklopeediakirjastus
Q1645059,Johns Hopkins University Press
Q1051928,Kröller-Müller Museum
Q26132356,Centro de Estudios de Castilla-La Mancha
Q24068582,Francis Blyth
Q27967152,Mektep
Q16949679,Avery Publishing
Q27919262,Nicolas-Bonaventure Duchesne
Q27924106,Kegan Paul International Ltd.
Q27836077,Nakladatelství Bedřich Stýblo
Q27954408,Boni and Liveright
Q19908301,Glavpolitprosvet
Q27990639,Benson and Darling
Q27896143,Auerbach Publications
Q27924120,KFCRIS and KACST
Q15055952,Sports Car Press
Q5422976,Eyre and Spottiswoode
Q9008649,Institución Fernando el Católico
Q15058159,JL International
Q25804321,Antonín Renn
Q16996118,Humana Press
Q46925149,Radcliffe Publishing
Q7809,UNESCO
Q97596719,Armorica
Q41506,Stanford University
Q7894893,University Press of Florida
Q11130954,Indiana University Press
Q6483671,Lancer Books
Q1334284,International Federation of Library Associations and Institutions
Q1610731,Landesarchiv Berlin
Q500076,Gentofte Municipality
Q7410238,Sampson Low
Q16994498,Hurst and Blackett
Q1454296,Glénat
Q1696381,Johann Theodor de Bry
Q636233,Giunti Editore
Q571831,OmniScriptum Publishing Group
Q450365,Alyson Books
Q5384541,Equinox Publishing
Q5745868,Hesperian Press
Q7412993,Samuel and Nathaniel Buck
Q7798937,Thunder Bay Press
Q6017301,"Ministry of Education and Culture (Spain, 1996-2000)"
Q4891406,Berg Publishers
Q308963,University of Salamanca
Q2019985,Plantarum Institute
Q1141167,Cross Cult
Q2998081,Cortes of Castile-La Mancha
Q2154954,Vegetarian Society
Q4043752,Marshall Cavendish
Q2339634,Editorial Planeta
Q3118641,Gründ
Q3184902,Joseph Elzéar Morénas
Q961269,Matice Moravská
Q93507649,Calcutta University Press
Q257666,68 Publishers
Q29059132,Robert Washbourne
Q29167144,Alan Sutton
Q29045184,Editorial Zocodover
Q29034841,AIRtime Publishing
Q29167533,Arrow Books
Q65659193,Schirmer Books
Q16684396,Lavoisier publishing
Q29032803,Belfast Social Inquiry Society
Q1184979,Shinchosha
Q996095,Chuokoron-Shinsha
Q3579519,Syllepse
Q3568439,William Blackwood
Q4281441,Mari State University
Q4903258,Biblical Archaeology Society
Q4046698,Perseus Books Group
Q104775900,R. H. Porter
Q108483546,Librairie encyclopédique de Roret
Q104594745,Bradlee Whidden
Q2541678,Anthos
Q23978539,James Baker
Q24426823,Newbery & Carnan
Q28869242,F. Kytka
Q28869423,Návrat
Q28912505,George Bayley
Q28916658,Law Book Co of Australasia
Q28912552,William Bayley
Q24083874,William Wigstead
Q28864218,Lund Humphries
Q28854626,Vladimir Vladislavlev
Q28870521,R & J Dodsley
Q28934225,Trifagraph
Q47472233,Academic Studies Press
Q13371,Harvard University
Q47010685,Løfbergs Forlag
Q47260462,Hubei Education Press
Q41703951,HighBridge
Q47163356,Beiyue Wenyi Press
Q47294610,Lujiang Publishing House
Q24573336,Guillaume
Q22120049,Kraus International Publications
Q60054393,Folkehøjskolernes forening i Danmark
Q11340420,MAX
Q11293513,Ohmsha
Q11618138,Soshisha Publishing
Q6035487,Inner Mongolia People's Publishing House
Q7086950,"Oliphant, Anderson and Ferrier"
Q7457481,Seven Stories Press
Q5953914,Shanghai Lexicographical Publishing House
Q19854293,China Medical Science and Technology Press
Q1806416,National Fire Protection Association
Q1403355,Felix Bloch Erben
Q11249875,Torst
Q12316620,Herning Folkeblad
Q17153156,McGraw-Hill Education
Q11878550,Universalia
Q12323653,"Landsarkivet for Sjælland, Lolland-Falster og Bornholm"
Q15730918,Práh
Q12351828,Lithuanian Esperanto Association
Q11999249,Samfundet for dansk genealogi og personalhistorie
Q12016890,František Augustin Urbánek
Q2965077,Christian Bourgois
Q11638022,National Institute of Agrobiological Sciences
Q3487822,Société d'histoire de la Guadeloupe
Q6123511,Jaico Publishing House
Q3579629,Éditions du Boréal
Q4930798,"Blurb, Inc."
Q6811908,Melbourne University Publishing
Q4327283,Norwegian Railway Club
Q4834796,BBC Books
Q5138848,Cobden Club
Q6972666,National Film Preservation Foundation
Q6100055,Ramón Sopena
Q5818669,Lengua de Trapo
Q4661722,Aarhus University Press
Q9379269,Wydawnictwo W.A.B.
Q4300556,Molodaya Gvardiya
Q5214141,Fusosha Publishing
Q3579431,Éditions Michel Lafon
Q3554422,Van Oest
Q3223258,le Grand livre du mois
Q1164334,DR
Q671384,Statens Museum for Kunst
Q12022655,Jan Karel Hraše
Q11853264,Atena Kustannus
Q21557284,Pagnerre
Q465584,American Library Association
Q5353415,Eland Publishing
Q4669406,Abrams & Chronicle Books
Q4759092,Andrews McMeel Publishing
Q5530019,Gefen Publishing House
Q26830930,Random House Audio
Q40882270,Dussault & Proulx
Q40716491,Isehara City Board of Education
Q40892256,Vve Girouard
Q40131371,Brilliance Audio
Q40132019,Penguin Audio
Q40881052,Guillaume Brown
Q3152810,Institución Alfonso el Magnánimo
Q50327732,Dobrovský
Q50930618,Rebo
Q50877919,Sekai Shuppan
Q51160769,éditions de l'Observatoire
Q21427303,Henri Floury
Q51030532,Gendai Shorin
Q55986147,Storey Publishing
Q51078255,Greens Forlag
Q51123953,Aalborg universitetsforlag
Q105474770,Henri Bernardin-Béchet
Q11283562,Aspect
Q10852084,PHP Institute
Q11508842,Nihon Keizai Hyōronsha
Q11575061,Sankei Shimbun Publications
Q7338582,Riverside Publishing
Q7813879,Tokyo Foundation
Q7894897,University Press of Southern Denmark
Q32859451,McGraw Hill Book Company
Q50331499,Art
Q50331447,Portobello
Q50331392,Paradoks
Q50809748,Niccolò Capurro
Q50728030,Trigon
Q20440003,Kalligram
Q24081298,DharmaGaia
Q50358951,CAD Press
Q50331380,Bokvennen
Q50398874,Nihon Michelin Tire
Q50398942,Nippan IPS
Q3342740,Noir sur Blanc
Q3579346,Éditions Hazan
Q3579230,Éditions Artège
Q2478458,National Archaeological Museum of Tarragona
Q2645693,Alfred Music Publishing
Q15085475,Panini Group
Q7833710,Transaction Publishers
Q17269143,Center for Jewish–Christian Understanding and Cooperation
Q8001508,Wildside Press
Q16216441,Victor Palmé
Q104489449,Boericke & Tafel
Q50810356,Larivière
Q98203892,Pazzini Carli e figli
