qid,label
Q30258490,Muzejní a vlastivědná společnost v Brně
Q107565786,Francisco Sempere y Compañía
Q48422288,Brno Town Archives
Q47537233,Bosworth Music
Q47911839,G plus G
Q47520278,Éditions Somme toute
Q16684420,Solar
Q40085243,Charles Eliot Goodspeed
Q52713375,Village Earth Press
Q48756519,Publibook
Q906927,Bungeishunjū
Q15946587,Rivingtons
Q21028829,Electronic Library of Quebec
Q22937694,Laurent-François Prault
Q3221167,Le Cherche midi
Q3270175,Léger Brousseau
Q3132883,Henry Kistemaeckers père
Q2373740,Herzog College
Q1436987,"Servicio Oficial de Difusión, Representaciones y Espectáculos"
Q929887,Bayard Presse
Q3230340,Les 400 coups
Q16826461,Akademisk Forlag
Q17109628,Recorded Books
Q12302500,Aurehøj Gymnasium
Q19469522,Imprenta de Pablo E. Coni
Q18011912,Victor Billaud
Q27903803,Cambridge Scholars Publishing
Q16975504,Louisiana State University Press
Q2961352,Chasse-Marée
Q2728155,Royal Galician Academy
Q3165448,Jean-François Bastien
Q366651,audible.com
Q5475117,Four Courts Press
Q4005866,University of Texas Press
Q7381762,Russell Sage Foundation
Q7976644,Wayne State University Press
Q7284147,Railway Correspondence and Travel Society
Q7793870,Thomas Seltzer
Q7914837,Vanguard Press
Q11612929,Jiyu kokuminsha
Q2959465,Charles Johnson Maynard
Q8033552,Woodward & Lothrop
Q5876099,Hodges Figgis
Q1298310,VGS
Q3329305,Musée Paul-Dupuy
Q4663952,Abbeville Publishing Group
Q4833585,B&H Publishing Group
Q3330685,National Museum of Roman Art
Q3579496,Éditions Rencontre
Q4950605,BowTie Inc.
Q624023,Electronic Frontier Foundation
Q539881,University of La Laguna
Q965731,California Academy of Sciences
Q3579365,JC Lattès
Q4878937,Imperial College Press
Q3402572,Presses de l'Université Laval
Q55400290,ABP Group
Q41529828,Aldine Publishing Company
Q60646406,Alphonse Durr
Q384602,Ministry of Culture
Q5524900,Gary Coull
Q1462641,Friedrich Vieweg
Q42783774,"Springer, Singapore"
Q42798651,E. and C. Dilly
Q42968797,Charles-François Hochereau
Q42872371,Medieval Institute Publications
Q3329701,Brittany Museum
Q131626,Smithsonian Institution
Q52162390,FYP Editions
Q28026214,John Cochran
Q28216762,Maison Léon Losseau
Q28196847,Pierre-François Gueffier
Q31836711,Interscience Publishers
Q63653777,Bernard Brunet
Q28172342,École normale supérieure press
Q2392254,Tandem Verlag
Q2167515,Rosman
Q2579061,Futabasha
Q11612971,Jiyusha
Q28343285,François L'Honoré
Q28344192,DataBase Publishing
Q28343306,Jean-Baptiste Machuel
Q28343295,Zacharias Chatelain
Q28342503,Z. Chatelain & Fils
Q1202250,Deutsche Buch-Gemeinschaft
Q1273447,E. A. Seemann
Q2831889,Albin Michel
Q2864909,Arthéna
Q5592517,Grafton
Q3985374,Texas A&M University Press
Q4426449,Sovetsky Pisatel
Q4923391,Blackstone Audio
Q682930,Editions Atlas
Q105708271,Bose Library
Q43182365,Keltia graphic
Q55917135,Holmes and Meier
Q42992368,Salesian Press
Q98915228,"Sampson Low, Marston & Co."
Q182542,Archives nationales
Q539216,Bibliographical Society
Q64706771,Léopold Cerf
Q153012,University of Potsdam
Q63862262,Marie-Antoinette Duchesne
Q114404,EDP Sciences
Q19443780,Frederick A. Stokes & Brother
Q57981695,M. C. Sarkar & Sons Limited
Q82782623,Jean Desaint
Q64993809,Blue Ribbon Books
Q1906012,Maruzen-Yushodo Company
Q296962,ARoS Aarhus Kunstmuseum
Q727744,La Plume
Q670903,Fleuve noir
Q683146,LexisNexis
Q3012482,Dalloz
Q2045104,Pabel-Moewig Verlag
Q2609948,Bantam Books
Q1188798,Norwegian Railway Museum
Q1820585,Les Temps nouveaux
Q15751201,Geological Society of America Special Papers
Q104604643,"De Wolfe, Fiske & co."
Q106435302,H. Georg
Q860166,Arab World Institute
Q1340194,Encyclopædia Universalis
Q810496,Bassermann Verlag
Q779172,Sdu
Q1916402,Pearson plc
Q4705496,Aladdin Paperbacks
Q1524579,Institution of Electrical Engineers
Q2408711,Walburg Pers
Q3470363,Salvator
Q7936087,Visible Ink Press
Q16781931,CDU SEDES
Q3579325,Éditions Favre
Q3579589,Éditions de l'Atelier
Q15866330,Éditions du Toucan
Q11351746,World Photo Press
Q273570,École des Chartes
Q20828340,Librairie générale française
Q3093054,G. P.
Q3080726,France Loisirs
Q3117551,SIPA - Ouest-France group
Q3202496,L'Atalante
Q18528513,Henry Frowde
Q23949477,Nicolas Desaint
Q56006950,Charles Saillant
Q56702960,Knickerbocker Press
Q84552778,"Clarke, Given and Hooper"
Q104597642,Knight and Millet
Q5918161,Instituto de Estudios Madrileños
Q7077667,Odense City Museums
Q10855591,InterVarsity Press
Q6638196,Tushiya Publishing House
Q42081374,The Military Press
Q41625433,Shumpusha Publishing
Q3146461,I.B. Tauris
Q192186,Fabian Society
Q52058789,Third Éditions
Q52159632,K.D.C
Q52150641,Parigramme
Q3049652,Eksmo
Q2645334,Alfred Kröner Verlag
Q3337217,Naval Oceanographic Office
Q4647618,A. C. McClurg
Q5079225,Charles Hulbert
Q3579588,éditions de l'Archipel
Q4678138,Ad Donker
Q3579660,Éditions du Rocher
Q18527772,John Walker
Q17488000,Mare Nostrum
Q16987022,Chicago Review Press
Q17640238,Ultima Necat
Q15815945,Horace Cardon
Q883522,Weltbild
Q5777085,Colegio Oficial de Arquitectos de Cantabria
Q11511323,Hayakawa Publishing
Q54820756,Williams-Verlag
Q54820777,Corgi Books
Q3118243,Santillana
Q7190491,Picador
Q10602117,Nordiska förlaget
Q6106398,J. M. Dent
Q15803989,CreateSpace.com
Q11994049,Evangelical Church of Czech Brethren in Nosislav
Q18576867,Richard Cruttwell
Q29178161,Louis Perrin
Q28051351,W. & G. North
Q29784179,Pragma
Q29398973,Rousselon
Q29462784,Toussaint Du Bray
Q29440946,Friedman/Fairfax Publishers
Q29563272,Delhi Motilal Banarsidass
Q29628833,Baker & Leigh
Q55683620,Philippe Vincent
Q29921223,Editorial Visión libros
Q38320065,Central Statistics Committee
Q29202699,Charles Coque
Q29649587,Louis-François Barrois
Q29649944,Adlard and Browne
Q20733341,Jenkin Howell
Q105389458,Forlaget Centrum
Q52852360,The Humboldt Publishing Co.
Q55566870,Wings Books
Q52931848,Mazda Publishers
Q1046463,Casa Ricordi
Q3146794,TI Media
Q5079732,Melville House Publishing
Q2522678,Gallimard Jeunesse
Q47488372,The Bibliophile Society
Q37762338,Les Marchands
Q38059284,Giorgos Stephanides
Q314082,Landesmuseum Hannover
Q4048631,Rutgers University Press
Q5010333,CEPOS
Q2308846,Spektrum Akademischer Verlag
Q2339806,Delcourt
Q35362154,Nisshin Hodo
Q34940615,Thomas Baylis
Q34943294,Joseph de Boffe
Q34944694,Thomas Boosey
Q36343122,Strandberg Publishing
Q34941688,Dulau and Co
Q37735119,Joseph R. A. Skerrett
Q3739444,Fanucci Editore
Q3156592,J'ai Lu
Q2200761,Luitingh-Sijthoff
Q1959000,Münchner Verlagsgruppe
Q2945332,Centre de formation et de perfectionnement des journalistes
Q2945925,Centre national de la fonction publique territoriale
Q3411208,Pygmalion
Q3579243,Belfond
Q21704522,Aventinum
Q6373,British Museum
Q23296578,Carin Österberg
Q50180387,Jan Michalski Foundation
Q50318572,Národ
Q49883848,"Antoni Bosch, editor S.A."
Q50227766,Ludvík Bradáč
Q56422033,Art & Language Press
Q3431264,Richard Taylor
Q3557445,Victor Masson
Q4903476,Biblioteca Ayacucho
Q5341253,Educational Publishing House
Q6414076,Kinneret Zmora-Bitan Dvir
Q3551355,University of Nebraska Press
Q27734641,Aguilar
Q18398868,Wikimedia Belgium
Q27116259,Verlagsgruppe Random House
Q52493033,Éditions de l'Opportun
Q52439172,DMR Books
Q106931669,Board of Commissioners for the Second Geological Survey
Q104641258,The Lord Baltimore Press
Q23581050,Van Nostrand
Q54800129,"D. Van Nostrand Company (Canada), Ltd."
Q15983880,William Swan Sonnenschein
Q68792372,Jean-Baptiste Gobreau
Q106652959,New Zealand Department of Agriculture
Q106654322,Jaques Cattell Press
Q15028,International Organization for Standardization
Q965400,Les Humanoïdes Associés
Q3579610,Editions de la Différence
Q21078933,La Fontaine de Siloé
Q19845187,Michel de Maule
Q10858979,Atlantis
Q12040357,Paseka
Q12043220,Otakar Štorch-Marien
Q11517524,Asahi Shimbun Publications
Q7889463,United States Army Center of Military History
Q8183220,Nature Conservation Agency of the Czech Republic
Q12024017,Jaroslav Pospíšil
Q265577,Feral House
Q55154059,"Société belge de librairie, Hauman et Ce"
Q11773650,Computer Press
Q18576021,David Bogue
Q24207757,McCorquodale & Co.
Q29015963,L. C. Page & Company
Q132783,Hermitage Museum
Q28346,International Union of Pure and Applied Physics
Q54820880,Maariv Book Guild
Q46948408,Blackwell Scientific Publications
Q46920928,Pressfoto
Q46905498,PCCS Books
Q45093984,Fromm Verlag
Q45833562,Phillip Wilson Publishers Ltd
Q50924735,Kvasnička a Hampl
Q7412007,Samuel Lewis
Q6139319,Taurus
Q4951035,Bowker-Saur
Q3567483,Western Australian Museum Boola Bardip
Q5434321,Fantasy Press
Q1264942,Dumbarton Oaks
Q466587,American Psychological Association
Q358834,"Foreign, Commonwealth and Development Office"
Q2867877,Association nationale de la recherche et de la technologie
Q3224798,Le Mot et le Reste
Q3234650,Les Petits Matins
Q213322,Victoria and Albert Museum
Q96641605,Map Collector Publications
Q46996021,Grant Richards
Q1065,United Nations
Q55113664,Snoeck Publishers
Q96642014,Early World Press
Q193858,International Electrotechnical Commission
Q33438,International Union of Pure and Applied Chemistry
Q3107961,Giunti
Q3339382,NiL Éditions
Q2861671,Arléa
Q1702955,Verlag für moderne Kunst
Q2864902,Arthaud
Q3047162,Joseph Johnson
Q2822400,Academy of Natural Sciences of Drexel University
Q3786216,Hoepli
Q374902,The Asiatic Society
Q1508749,Georges Adrien Crapelet
Q3799607,International Federation of Clinical Chemistry and Laboratory Medicine
Q1667416,International Organization of Legal Metrology
Q5570994,Globe Pequot Press
Q355301,Adelphi Edizioni
Q5194566,Cupples & Leon
Q5565322,Giuseppe Allegrini
Q767319,Wiley-Blackwell
Q51743783,ArtPremium
Q97440365,R. Bentley & Sons
Q11452544,Takarajimasha
Q44022641,Lawrence and Bullen Ltd.
Q18912110,George Ettienne Loyau
Q28842773,Kramář a Procházka
Q43682921,Estes and Lauriat
Q63992318,"A. Lacroix, Verboeckhoven et Cie"
Q2420821,Thienemann-Esslinger
Q465985,American Ornithological Society
Q55450037,Malvern
Q55465471,Martin Ellis
Q55505277,Bulfinch Press
Q55504343,St. James Press
Q55314680,Plejáda publishing
Q15815250,Herbert von Halem Verlag
Q23295184,Allen Lane
Q12338197,Systime
Q7798095,Threshold Editions
Q53526305,A H Baily & Co
Q53343983,ENI editions
Q1065414,Vrije Universiteit Amsterdam
Q3719374,Houghton Library
Q2510139,Vandenhoeck & Ruprecht
Q3579394,Le Dauphin blanc
Q2800760,"Matrijs, Dutch publishing house"
Q5412349,European Centre for Development Policy Management
Q12101343,Dnipro
Q6236330,John Grieg
Q16165729,Volvox Globator
Q22917772,IndraStra Global
Q16270889,James Currey
Q36698440,Château de Montsoreau-Museum of Contemporary Art
Q26556,Westland
Q101032195,James R. Osgood and Company
Q12351848,Loewe Verlag
Q15815551,Highscore Music
Q54676621,Christian Ernst Kollmann
Q54515600,Ar Gripi
Q54141336,Stamperia Moroni
Q53770535,Office of the Arizona Miner
Q54029384,Giuseppe Bouchard
Q54314891,Grafisk Litteratur
Q6981212,Naukova Dumka
Q3075520,Fondation Napoléon
Q3325508,Mouladurioù Hor yezh
Q54844791,Williams & Wilkins
Q53433458,Boxtree
Q57980699,Ebang Mushayera
Q444649,Asahi Shimbun Company
Q918289,Centre for European Policy Studies
Q844822,Shueisha
Q11220,United States Navy
Q47128692,University of Wales Board of Celtic Studies
Q405543,Louvre-Lens
Q451462,Ullstein Verlag
Q555093,Akadémiai Kiadó
Q7894828,University Microfilms International
Q3402568,Presses de Sciences Po
Q1448947,Franz Schneider Verlag
Q17633849,Liv'Éditions
Q52196843,Čin - tiskové a nakladatelské družstvo československých legionářů
Q52197999,Plume de carotte
Q3556497,Via Romana
Q5322614,eBird
Q3208324,La Documentation française
Q22673,Project Gutenberg
Q3579591,Éditions de l'Attente
Q10505338,Gleerups Utbildning
Q56706813,Sapienza Università Editrice
Q56696510,Ajna Bound
Q16677456,Somogy éditions d'Art
Q56735524,Francesco Zanetti
Q56684603,"Bohn, Scheltema & Holkema"
Q18360632,Universidad Autónoma del Estado de México
Q9379181,Wydawnictwa Uniwersytetu Warszawskiego
Q21809817,"Holt, Rinehart, and Winston"
Q56257882,QScience.com
Q21808712,John C. Winston Company
Q56256347,Pickle Partners Publishing
Q56258026,China Ocean Press
Q733657,Charles Heath
Q8032725,Woodhead Publishing
Q273559,École française d'Extrême-Orient
Q725786,Charles Knight
Q3719191,Edinburgh University Press
Q24938121,Trastevere Calcio
Q57035871,Sense Publishers
Q57305610,Nakladatelství Tomáše Janečka
Q56968694,Association of Nurses of the Province of Quebec
Q61861156,Psychology Press
Q1270338,Max Niemeyer Verlag
Q18527386,David Jones
Q19325667,John Ross
Q18576941,Robert Benton Seeley
Q1504424,Le Devoir
Q20733362,John Daniel
Q3758172,Garamond
Q8015855,William Morrow
Q7542583,"Small, Maynard & Company"
Q5059831,Center for Public Justice
Q3434231,C.A. Reitzel
Q28361975,John Evans
Q28361852,Titus Evans
Q20804741,Nicholas Thomas
Q20734294,Richard Marsh
Q20746815,John Richard
Q20734435,Thomas Durston
Q20804803,Thomas Roberts
Q3875710,Newton Compton
Q55483931,Samuel Lewis
Q28837353,Evan Evans
Q55449150,Thomas Williams
Q19753436,Editrice Bibliografica
Q20804748,Rhys Thomas
Q110587,Royal Irish Academy
Q55714079,John Marsh
Q55692462,Evan Powell
Q55692728,John Painter
Q55725461,W. Codington
Q79089307,Soldiers Record Publishing Association
Q55935862,Deadite Press
Q55945980,Baker Books
Q100326563,Alba
Q55725961,Thomas Goodere
Q55948048,Henry Sotheran Ltd.
Q1423356,Norwegian Academy of Science and Letters
Q717126,Arvid Ahnfelt
Q7996621,Whitman Publishing
Q1490296,Gabriele Giolito de' Ferrari
Q2523887,Vieweg Verlag
Q3402573,Presses de l'Université du Québec
Q3345174,Nouvelle Librairie Nationale
Q12129440,"Knyz︠h︡kovyĭ klub ""Klub Simeĭnoho Dozvilli︠a︡"""
Q56631913,Kestrel Railway Books
Q56629499,Moorland Publishing Company
Q57785,National Historical Museum
Q56719703,Papežská knihtiskárna benediktinů rajhradských
Q25872950,Day & Son
Q131454,Library of Congress
Q57776625,ESRI Press
Q4037190,Johannes Luchtmans
Q6970107,National Academies Press
Q3614708,Amsterdam University Press
Q66112,Siegfried Bing
Q298289,Museum of Far Eastern Antiquities
Q11513206,Seiunsha
Q23835465,Thomas Hurst
Q23091640,P. F. Volland Company
Q23811230,Vernor & Hood
Q29096686,Anthony Florian Madinger Willich
Q23820079,George Kearsley
Q24232997,Henry Delahoy Symonds
Q13129276,Isaac Carter
Q1070969,LibriVox
Q1054486,Game Designers' Workshop
Q54682530,Berquet et Pétion
Q54801528,"John Bale, Sons and Danielsson, Ltd."
Q61851546,Belknap Press
Q3281657,"Kelly & Walsh, Ltd."
Q4834254,B. W. Huebsch
Q5901940,Horace Liveright
Q20732928,Edward Carnes
Q19444280,Ginn & Company
Q193755,United States Geological Survey
Q139901,Northern Arizona University
Q11432392,Taishukan Shoten
Q16324006,Lademann
Q10876287,Chung Hwa Book Company (Hong Kong)
Q11822753,Polish Chemical Society
Q648724,IGI Global
Q37663328,John Bird
Q28966459,James MacLehose and Sons
Q55617119,William Edwardes Wilmot
Q52541007,Pol·len Edicions
Q209151,Folketing
Q55740815,Rizzoli International Publications
Q320863,World Bank Group
Q461761,Canadian Broadcasting Corporation
Q28728751,Evan Roberts
Q1140507,Ny Carlsberg Glyptotek
Q28837355,J. Evans
Q47470730,R & D Thomas
Q851420,Navrang
Q55718921,Anna Hughes
Q55715298,Edward Prichard
Q55714109,J. Proger
Q1503216,Geological Society of America
Q2018873,BMJ
Q56885873,The Walter Scott Publishing Company Limited
Q55903576,Joseph Tye
Q3892557,AST
Q3719346,Edizioni Piemme
Q3146956,International Society for Technology in Education
Q5394209,Grupo Anaya
Q3042433,Open University of Catalonia
Q2254268,Schwarzkopf & Schwarzkopf Verlag
Q1003577,Franklin Irodalmi és Nyomdai Rt.
Q4875196,Bazillion Points
Q1648961,Czech Academy of Science and Art
Q5544076,George Routledge
Q5643527,H. W. Wilson
Q21154009,Pen-Duick Editions
Q60224323,Ediciones Trilce
Q10498233,Bokförlaget Forum
Q12334430,Samfundslitteratur
Q10432209,Bokförlaget Prisma AB
Q673540,Arkham House
Q58005939,Quinze
Q58006048,Harvest House
Q62587827,Prometei
Q57985660,Van Duuren Media
Q58014406,Te Papa Press
Q2874472,Avon
Q9379242,Wydawnictwo Polskie R. Wegnera
Q56761708,Colegio Oficial de Arquitectos de León
Q3414829,Les Éditions Québec Amérique
Q28695,University of Helsinki
Q16911556,nferNelson
Q57975231,Racine
Q30338262,Springer Nature (Netherlands)
Q17629741,Editorial Espasa
Q21428306,Presses de l'Université de Montréal
Q30638513,Fowler & Wells Company
Q57758949,Presses universitaires de Liège
Q57789493,J. M. Dent and Sons Ltd.
Q28374671,Les frères Guerin
Q57933177,La bibliothèque des Arts
Q56777493,Rizzoli Libri
Q501841,University of Turku
Q799732,Baen Books
Q923429,Bureau of Meteorology
Q5818708,Salamandra
Q14705489,Enslow Publishers
Q12308333,Society for Danish Language and Literature
Q5611369,Grove Atlantic
Q16611241,Rój
Q7806587,Timescape Books
Q19610048,Johann Andreas Graff
Q12079570,Astrolabe Publishing
Q1164410,Institution of Engineering and Technology
Q1113551,Casalini Libri
Q936287,English Heritage
Q1868795,Henry Holt
Q1334679,Emanuel Haldeman-Julius
Q1468453,S. Hirzel Verlag
Q29017176,Alois Wiesner
Q28123024,Humanities Commons
Q59618421,Publishing house J. Hokr
Q28406669,North Dakota State University Press
Q61754953,Metropolitan Books
Q58734941,Clark University Press
Q62024040,Dansklærerforeningen
Q55998558,Giorgio Marescotti
Q58590959,A. Messein
Q97765879,Adolf Synek
Q759,New Hampshire
Q104357,Matthias Apiarius
Q67762,Daniel-Henry Kahnweiler
Q1556076,Gustav Kiepenheuer Verlag
Q1567078,Hachette Book Group
Q21406262,Peeters
Q2959144,Charles Furne
Q2993578,Tygodnik Illustrowany
Q5309108,Charpentier
Q5232002,David C. Cook Publishing Company
Q4203975,Iskusstvo
Q3146596,IDW Publishing
Q3355196,Orbit Books
Q53548407,Jean-François-Pierre Deterville
Q60024166,Edizioni d'Arte Ghelfi
Q60054836,Grosman a Svoboda
Q59919611,W. Coquebert
Q6542441,Librairie de France
Q7896774,University of the State of New York
Q464704,American Geophysical Union
Q4943164,Bookcraft
Q5170993,Cormorant Books
Q7005314,New American Library
Q7236199,powerHouse Books
Q7930923,Villard
Q5175320,Coteau Books
Q5194999,Currency Press
Q7033446,Night Shade Books
Q4857181,Bantam Spectra
Q58883415,Toužimský & Moravec
Q1185955,"University of Nevada, Reno"
Q3107846,Museum of Gothenburg
Q1459524,Hatje Cantz Verlag
Q1325925,Geoscience Australia
Q562292,Samuel Orgelbrand
Q7552246,Society for Sedimentary Geology
Q10432200,Bokförlaget Atlantis
Q7210008,Polish YMCA
Q7896044,University of Ottawa Press
Q2062729,Rabén & Sjögren
Q59196517,F. Veladini
Q18333234,Swedish Railway Club
Q10682340,Studentlitteratur
Q11750400,Książnica-Atlas
Q57450259,Tre böcker
Q11736203,Karol Miarka
Q20947086,Alliance for Open Media
Q18680184,Vastapaino
Q11087817,Institute of Health Information and Statistics
Q15628820,Russian Thought
Q1568650,self-publishing
Q3719352,Edizioni San Paolo
Q3361959,Institute for the Languages of Finland
Q1285262,University of Alaska Fairbanks
Q463396,American Association of Petroleum Geologists
Q526505,Sobranie
Q5265478,Det Norske Arbeiderpartis Forlag
Q7080970,Ohio State University Press
Q7432540,School of Pedagogical and Technological Education
Q6221533,John Benjamins Publishing Company
Q6925174,Mountain Press Publishing Company
Q7334658,Rinehart & Company
Q11852344,Apali
Q16569590,Krystian Teofil Glücksberg
Q52665364,UCL Press
Q10687203,Symposion
Q28403335,Nevada Bureau of Mines and Geology
Q25226923,Partus Press
Q10270343,Editora Contexto
Q63868477,Vereinigung Volkseigener Verlage
Q16917967,ISTE Ltd
Q28874429,Néo-Typo
Q47653625,Amberley Publishing
Q57315611,"Church, Goodman & Donnelley"
Q57624831,Siesta Press
Q52607643,Presses Agronomiques de Gembloux
Q57422675,Éditions Citadelles et Mazenod
Q57587841,Mangrove Press
Q2473208,Ministry of War of the Russian Empire
Q10594931,Natur & Kultur
Q10524631,Historiska Media
Q60172272,Józef Sikorski
Q60172216,Nakladatelské družstvo Máje
Q2602805,Otava
Q7243240,Prime Books
Q666063,National Library of Wales
Q75013019,Seal Press
Q627969,University of Ottawa
Q318289,collection Abegg foundation
Q7411423,Samuel French
Q2407351,Lippincott Williams & Wilkins
Q941016,Institute of the Polish Language
Q1068063,National Gallery of Canada
Q4146637,State Historic Public Library of Russia
Q43606834,Philosophical Institute of Canterbury
Q55439795,"McBride, Nast & Co."
Q55071606,Henry Romaine Pattengill
Q5579530,Golden Gryphon Press
Q126638,Badminton World Federation
Q12040359,Vyšehrad
Q11860734,Gummerus
Q59342317,Fat Goose Press
Q59394129,AION CS
Q59352997,Wald Press
Q191583,Royal Swedish Academy of Sciences
Q12315533,Hans Reitzels Forlag
Q11778587,Michał Arct
Q16474322,Leopold Szyller
Q2145655,Residenz Verlag
Q1784703,Matice česká
Q897925,Brandenburgische Landeszentrale für politische Bildung
Q59511580,Baudouin
Q59772507,Slow Food Editore
Q59783142,Spolek českých akademiků židů
Q480222,Publications Office of the European Union
Q17062065,Southern Illinois University Press
Q11277486,Bunkasha
Q60221828,Sesam
Q60447951,C. M. Saxton
Q58642158,Fédération historique du Languedoc méditerranéen et du Roussillon
Q4002388,UTET
Q3402586,Presses de la Cité
Q3719386,Edizioni E/O
Q95150,Ediciones Minotauro
Q13127628,Cyhoeddiadau Barddas
Q60226951,CFZ Press
Q740370,Academy of Learning
Q30224455,University of Westminster Press
Q1025341,Cadw
Q861141,RAND Corporation
Q464872,State Museum of Egyptian Art
Q10392775,W. H. Freeman and Company
Q5779674,Editorial Calpe
Q7127175,Paleontological Research Institution
Q7310162,Reilly & Britton
Q4938106,Bohemian National Alliance
Q4884114,Bellona Publishing House
Q4671148,Academic Press Corporation
Q6900696,MonkeyBrain Books
Q5607487,Joël Cherbuliez
Q3020076,S.A. De Boeck & Larcier
Q17551101,Paragon House
Q1770650,Det Norske Samlaget
Q7242698,Prickly Paradigm Press
Q5046504,Carroll & Graf Publishers
Q5032006,Candlewick Press
Q5140912,Coffee House Press
Q7431284,Schiffer Publishing
Q10714104,Verbum
Q10688040,Sällskapet för Moderata kvinnors historia
Q10524720,Hjalmarson & Högberg Bokförlag
Q10677676,National Swedish Museums of Military History
Q5512113,G. A. Natesan
Q4816305,Atlantic Books
Q324,Uranus
Q682827,The Frick Collection
Q10406569,Almqvist & Wiksell
Q6994322,Nepal Academy
Q16949440,Aurora Film Corporation
Q15130510,Xanten Chapter Museum
Q628962,Puck
Q536259,Schott Music
Q1586156,Rand McNally
Q3167845,Jean-Marie Tremblay
Q2123860,R. Oldenbourg Verlag
Q5753975,Carumbé
Q20549558,Editorial de los Bibliófilos Gallegos
Q20748837,Humfrey Toy
Q3210916,La Musardine
Q4310130,John Samuel Murray
Q24207765,Saunders & Otley
Q27865565,Achim Heine
Q58241418,Commuter Airlines Press
Q58323853,Planet eBook
Q58195841,Théodore Le Gras
Q157033,Goethe-Institut
Q7306689,Reed Publishing
Q10376690,TENENGE
Q19466200,Press of Ramírez
Q24203918,T Cadell Jun And W Davies Strand London
Q42791336,"The Pragmatic Programmer, LLC"
Q55420507,Tor.com Publishing
Q63253759,Beard Books
Q63254270,Penguin Random House Grupo Editorial
Q63171238,Alethé Ediciones
Q63166813,Athena Scientific
Q64233,Anton Coberger
Q1507355,Lukas Verlag
Q3605772,Salani
Q3719646,Edoardo Perino
Q28240224,"Meline, Cans et Compagnie"
Q11917998,Edicions Tres i Quatre
Q12164262,Ukrainian–Ruthenian Publishing Company
Q16973815,47North
Q16409495,Estonian Literary Society
Q7606787,Stein and Day
Q58884721,The School of Historical Dress
Q51094838,Oxbow Books
Q753299,Royal Astronomical Society
Q1379906,GEDI Gruppo Editoriale
Q1193807,Ministry of External Relations
Q1069349,Touring Club Italiano
Q1205382,dtv Verlagsgesellschaft
Q3022430,Aboa Vetus Ars Nova
Q964243,Per Georg Scheutz
Q58374610,Nelson-Hall
Q58483506,Heredi di Antonio Blado
Q1023321,UN/CEFACT
Q1135204,Wizards of the Coast
Q3324371,Alfaguara
Q3068763,Editions Ferenczi
Q6023236,Indiana Historical Society
Q1161799,Magvető
Q2867420,Danish Esperanto Association
Q2723770,Manjul Publishing House Pvt. Ltd.
Q11134878,Jiangsu ren min chu ban she
Q4674251,Ackermann's Repository
Q6673572,Longacre Press
Q7894896,University Press of New England
Q17050041,Dunedin City Council
Q5392786,Ernest Benn Ltd.
Q11894908,Finnish Association of Civil Engineers
Q31792165,Libraries Unlimited
Q11861082,HYY Group
Q11860319,Gaudeamus
Q28049528,P. H. Noordendorp
Q28721376,Turun Historiallinen Yhdistys
Q18275417,Global Editora
Q11487991,Saizusha Corporation
Q61911874,Plzákovo nakladatelství
Q61857182,Pacioli Society
Q61860425,Unicorn Press
Q61857347,Nakladatelství J. Svátek
Q61896050,Kancelářské stroje
Q61936022,Bahia. Coordenação de Fomento ao Turismo
Q106351546,"Mladá fronta, vydavatelství Československého svaz mládeže"
Q60740304,Iron Circus Comics
Q5025817,Camden Society
Q59255993,Forlaget Palomar
Q59339337,Idaho Geological Survey
Q60520590,Antoine Desventes de La Doué
Q60501844,Lockwood Press
Q64809556,Press of Benito Cano
Q102430711,Colin Smythe Ltd
Q19448502,La Cultura Argentina
Q7442144,Seattle Mountaineers
Q9264442,Modern Poland Foundation
Q7437604,Scottish Academic Press
Q17384831,Yrjö Weilin
Q17978544,Didier
Q7894892,University Press of Colorado
Q9258785,Feliks West
Q16062515,Charles L. Webster
Q15994906,ASM International
Q3835737,Llewellyn Worldwide
Q10905310,East China Normal University Press
Q22807441,Jean-Baptiste Coignard
Q3820907,Emecé Editores
Q5013796,CQ Press
Q7248254,Profile Books
Q16069211,Atlas Contact
Q1230936,Geological Society of London
Q11859500,Ferdinand Tilgmann
Q24175555,Simpkin and Marshall
Q60909055,Akciová moravská knihtiskárna Polygrafie
Q61041580,One Woman Press
Q61046176,New Mexico Geological Society
Q47161236,Pleiades Publishing
Q63457078,Ronchi y Compañía
Q63443468,Iowa State College Press
Q38066492,Das Mag
Q63438291,Francesco Casanova
Q62574495,Amrit Pustak Bhandar
Q63392537,Versal Editores
Q12387270,Edicións Xerais de Galicia
Q6724302,Mackay School of Earth Sciences and Engineering
Q219563,University of Washington
Q954854,Sokol
Q877217,Styria Media Group
Q30014665,Beijing United Publishing Company
Q60907133,Srishti Publishers & Distributors
Q28228463,HarperOne
Q60621590,HarperCollins Publishers India
Q60854028,Monday Books
Q123885,Royal Society
Q3304316,Granta
Q3231915,Östergötland County Council
Q3359673,Axel Olof Freudenthal
Q3134124,Éditions Hermann
Q2639862,Albrecht Knaus Verlag
Q241935,Oregon Historical Society
Q1067140,Barcelona Museum of Contemporary Art
Q1111367,Colorado School of Mines
Q182379,Nordic Council of Ministers
Q3626575,Italian Library Association
Q3778585,BSI Group
Q26709671,Pierre Billaine
Q62075921,"Jindř. Bačkovský, Československé knihkupectví, nakladatelství a antikvariát"
Q62098536,Municipal office in Týnec nad Sázavou
