qid,label_en,author_uuid,author,author_series_ordinal,author_stated_as,author_ref1_hash,author_ref1_referenceUrl,author_ref1_retrieved_nodeId,author_ref1_retrieved_val,author_ref1_retrieved_prec
,The microbiome impacts host hybridization and speciation,,Q77516238,3,Karissa L. Cross,,http://doi.org/10.1371/JOURNAL.PBIO.3001417,,2021-11-06,
,The microbiome impacts host hybridization and speciation,,Q77516371,4,Brittany A. Leigh,,http://doi.org/10.1371/JOURNAL.PBIO.3001417,,2021-11-06,
,The microbiome impacts host hybridization and speciation,,Q45943775,5,Seth R. Bordenstein,,http://doi.org/10.1371/JOURNAL.PBIO.3001417,,2021-11-06,
