doi,authors
10.1371/JOURNAL.PBIO.3001417,"[{""orcid"": ""0000-0003-0378-232X"", ""sequence"": ""first"", ""givenName"": ""Asia K."", ""familyName"": ""Miller"", ""affiliation"": []}, {""orcid"": ""0000-0001-7847-8643"", ""sequence"": ""additional"", ""givenName"": ""Camille S."", ""familyName"": ""Westlake"", ""affiliation"": []}, {""orcid"": ""0000-0001-5618-7642"", ""sequence"": ""additional"", ""givenName"": ""Karissa L."", ""familyName"": ""Cross"", ""affiliation"": []}, {""orcid"": """", ""sequence"": ""additional"", ""givenName"": ""Brittany A."", ""familyName"": ""Leigh"", ""affiliation"": []}, {""orcid"": ""0000-0001-7346-0954"", ""sequence"": ""additional"", ""givenName"": ""Seth R."", ""familyName"": ""Bordenstein"", ""affiliation"": []}]"
