date,count
2020-05-05,4439
2020-05-06,4439
2020-05-07,4439
2020-05-08,4439
2020-05-09,4439
2020-05-10,4439
2020-05-11,4439
2020-05-12,4439
2020-05-13,4439
2020-05-14,4439
2020-05-15,4439
2020-05-16,4439
2020-05-17,4439
2020-05-18,4439
2020-05-19,4440
2020-05-20,4440
2020-05-21,4440
2020-05-22,4440
2020-05-23,4441
2020-05-24,4441
2020-05-25,4441
2020-05-26,4441
2020-05-27,4442
2020-05-28,4442
2020-05-29,4442
2020-05-30,4442
2020-05-31,4442
2020-06-01,4442
2020-06-02,4442
2020-06-03,4443
2020-06-04,4443
2020-06-05,4443
2020-06-06,4443
2020-06-07,4443
2020-06-08,4443
2020-06-09,4443
2020-06-10,4443
2020-06-11,4443
2020-06-12,4444
2020-06-13,4444
2020-06-14,4444
2020-06-15,4444
2020-06-16,4444
2020-06-17,4444
2020-06-18,4444
2020-06-20,4445
2020-06-21,4445
2020-06-22,4445
2020-06-23,4445
2020-06-24,4445
2020-06-25,4445
2020-06-26,4446
2020-06-27,4449
2020-06-28,4449
2020-06-29,4449
2020-06-30,4449
2020-07-01,4451
2020-07-02,4451
2020-07-03,4451
2020-07-04,4451
2020-07-05,4448
2020-07-06,4448
2020-07-07,4448
2020-07-08,4447
2020-07-09,4447
2020-07-10,4447
2020-07-11,4447
2020-07-12,4447
2020-07-13,4447
2020-07-14,4447
2020-07-15,4447
2020-07-16,4624
2020-07-17,4634
2020-07-18,4635
