sd:name,dcterms:issued,dc:publisher,rdf:type,dcterms:isPartOf,tdwgutility:status,load_status
http://vocab.getty.edu/aat/msc/,2024-04-12,J. Paul Getty Trust,sd:NamedGraph,https://www.getty.edu/,production,update complete
