name,wikidataId,worldcatIdUuid,worldcatId,worldcatIdHash,worldcatIdViafId,worldcatIdReferenceRetrieved,worldcatIdStatedIn
Suzana Herculano-Houzel,Q10375239,15948DE3-92F8-4642-8616-C49C18E7B0ED,viaf-208186153,212c597031b99b13eb8838c8682bdba529590cc8,208186153,2020-07-18T00:00:00Z,Q54919
