name,wikidataId,academicAppointmentUuid,academicAppointment,academicAppointmentHash,academicAppointmentSourceUrl,academicAppointmentReferenceRetrieved,academicAppointmentStartTime,academicAppointmentEndTime,academicAppointmentOrdinal
Ken Catania,Q6389929,CB3F25D5-5B75-499D-9911-2DE13285FCF3,Q78041310,f8ec4d80911685cb41294aeef07527be752365bb,https://as.vanderbilt.edu/biosci/people/index.php?group=primary-training-faculty,2020-07-18T00:00:00Z,,,1
