qid,label_en,label_fr,description_en,description_fr,instance_of_uuid,instance_of,artist_uuid,artist,artist_series_ordinal,artist_ref1_hash,artist_ref1_reference_url,artist_ref1_retrieved_nodeId,artist_ref1_retrieved_val,artist_ref1_retrieved_prec,height_uuid,height_nodeId,height_val,height_unit,gps_uuid,gps_nodeId,gps_val,gps_long,gps_prec,title_en_uuid,title_en
Q151952,Venus de Milo,Vénus de Milo,Ancient Greek marble statue of a woman,sculpture grecque de la fin de l'époque hellénistique,F35889F5-EA74-45B1-888B-38C335798FCE,Q860861,623A6CC8-DDD9-423C-84F6-C23DC2D5E9C6,_:1846801f6aaaa4abb2000797f7d3dc21,,,,,,,565E0DDB-8047-4B8C-9886-3526488AB435,877b688237e6de9ff02baa2b0b8ed761,202,Q174728,7ff5b82c-e946-44e8-bd36-c6b99c43b7fc,8861681ceab0da7990c0222fa4fc883a,48.859944681901,2.3372878730152,0.013654266337667,DA498897-246C-4FE3-B1CC-3A6D2AC5EF83,Venus de Milo (Aphrodite of Milos)
Q179900,David,David,sculpture by Michelangelo,statue de Michel-Ange,785D46F7-8C10-478B-89F7-F1663BFEB828,Q179700,6F4A53EC-F468-4541-8670-8914803F336F,Q5592,,0eb9c02098ec870344e3b06efe7ddfa744770318,https://www.galleriaaccademiafirenze.it/opere/david/,,,,FBEAE122-A5E7-4C45-A605-55EBC1090778,4292b787ec2c703984497d42b7797908,517,Q174728,8e5895d4-3c67-4500-a8c5-1b644afd4811,f103b49f6173d027a36bbb0bc9999133,43.776702777778,11.25945,2.7777777777778E-06,8AA863AA-203F-4AAC-9183-1A79F98AEF89,David
Q28223155,Golden Rhinoceros of Mapungubwe,,medieval artifact made from wood which is covered in thin sheets of gold from the Kingdom of Mapungubwe,,ED2DCC55-28D5-4D63-818E-A87AB8FD2F70,Q220659,,,,,,,,,,,,,,,,,,,
Q3595955,Lion Capital of Asoka,Chapiteau aux lions d'Ashoka,"capital of a column of Mauryan emperor Ashoka in Sarnath, Uttar Pradesh, India",emblème national de l'Inde,a57f5082-46e9-7bf0-2972-b0b8fd1a6ab9,Q193893,6FAE1C5B-225F-4E3F-8EB3-FC1F8655B6A2,_:2cd1b162bfddbb3d1c905fc36dd145d2,,78239087ae2e2c39e31073b11e867ea534a2ffb0,https://beckchris.wordpress.com/visual-arts/best-works-of-art-of-all-time-the-critics-picks/,,,,,,,,f2b3e1d7-a1d1-4690-ae11-ef0f58a18cf1,e72afa61c7a1cbadab4d386135248992,25.3811,83.0214,0.0001,9F92E23F-28D0-467A-9449-75A52A7EF1A9,Lion Capital of Ashoka
