department,wikidataId,name,labelEn,alias,description,orcidStatementUuid,orcid,orcidReferenceHash,orcidReferenceValue_nodeId,orcidReferenceValue_val,orcidReferenceValue_prec,employerStatementUuid,employer,employerReferenceHash,employerReferenceSourceUrl,employerReferenceRetrieved_nodeId,employerReferenceRetrieved_val,employerReferenceRetrieved_prec,affiliationStatementUuid,affiliation,affiliationReferenceHash,affiliationReferenceSourceUrl,affiliationReferenceRetrieved_nodeId,affiliationReferenceRetrieved_val,affiliationReferenceRetrieved_prec,instanceOfUuid,instanceOf,sexOrGenderUuid,sexOrGenderQId,gender,degree,category,wikidataStatus,role
,Q101242973,Paul Neufeld Weaver,Paul Neufeld Weaver,"[""Paul Weaver""]",education professor,,,,,,,B1C8035C-9734-42A3-8F13-E38DB782B7E5,Q886141,2c1963b96bde00545c55c48774c2aa8d09c47a97,https://www.bluffton.edu/catalog/officers/faculty.aspx,411d7f31-d6d4-4dde-b01c-d20eff6eec14,2020-11-06T00:00:00Z,11,,,,,,,,C54E865E-79C2-4B67-B7D1-9F357340D735,Q5,2BDAA90F-B0FF-4EDE-9963-3E771E00338B,Q6581097,,,,,
