Q_ID,positionHeld_uuid,positionHeld_startTime_nodeId,positionHeld_startTime_val,positionHeld_startTime_prec
Q98569123,5B56773B-8730-4A9D-AD85-78F7ABA17225,3cf7cfe7-ee1d-49a9-b493-6a315b0ec219,1935-01-01T00:00:00Z,9
