accession_number,qid,label_en,description_en,creator,instance_of,inception_val,inception_earliest_date_val,inception_latest_date_val,height_val,width_val,thickness_val,diameter_val,style_period,rights,media_url,status
1979.0656P,Q94696638,St. Sebastian,Painting by Liberale da Verona,Q1374872,Q3305213,1525-01-01T00:00:00Z,,,26.5,19.5,,,,,https://forum.jstor.org/assets/26754868/representation-view,inception prior to copyright cutoff
